,user_id,registered_time,country_code,SKU,AddedTime,Price,CurrencyISO,PriceUSD
0,6192636,2023-01-30 16:12:02.731706+01:00,GB,personal_offer_starter_pack,2023-01-31 13:16:55.991756+00:00,2.29,GBP,2.770049594774404
1,5954105,2023-01-05 20:33:54.584158+01:00,BE,bundle_pack_1,2023-01-06 19:20:33.631714+00:00,1.79,EUR,1.8988013153707437
2,5954105,2023-01-05 20:33:54.584158+01:00,BE,coin_pack_1,2023-01-07 15:56:47.792655+00:00,0.79,EUR,0.8380184576217249
3,5903715,2022-12-30 18:47:41.108888+01:00,US,bundle_pack_1,2023-01-01 18:48:38.391356+00:00,1.99,USD,1.99
4,5984323,2023-01-09 18:57:06.353154+01:00,US,golden_ticket_season_pass,2023-01-11 21:13:47.161073+00:00,9.99,USD,9.99
5,5698600,2022-11-30 20:52:51.805662+01:00,US,coin_pack_2,2023-01-04 20:02:03.483503+00:00,2.99,USD,2.99
6,5698600,2022-11-30 20:52:51.805662+01:00,US,coin_pack_2,2023-01-01 20:49:43.424887+00:00,2.99,USD,2.99
7,5698600,2022-11-30 20:52:51.805662+01:00,US,piggy_bank,2023-01-04 19:40:29.441956+00:00,1.49,USD,1.49
8,5698600,2022-11-30 20:52:51.805662+01:00,US,bundle_pack_2,2023-01-01 20:44:13.113402+00:00,2.99,USD,2.99
9,5825686,2022-12-20 13:15:40.082879+01:00,US,coin_pack_2,2023-01-09 14:51:01.731918+00:00,2.99,USD,2.99
10,5800279,2022-12-16 12:49:19.282972+01:00,US,coin_pack_1,2023-01-02 22:24:53.323455+00:00,0.99,USD,0.99
11,5800279,2022-12-16 12:49:19.282972+01:00,US,coin_pack_1,2023-01-04 23:51:33.079490+00:00,0.99,USD,0.99
12,5800279,2022-12-16 12:49:19.282972+01:00,US,coin_pack_1,2023-01-06 18:01:54.044134+00:00,0.99,USD,0.99
13,5919498,2023-01-01 18:49:13.311673+01:00,ES,personal_offer_starter_pack,2023-01-01 19:16:29.928325+00:00,4.99,EUR,5.293306460167604
14,5919498,2023-01-01 18:49:13.311673+01:00,ES,personal_offer_starter_pack,2023-01-01 19:19:07.201602+00:00,4.99,EUR,5.293306460167604
15,5771168,2022-12-12 00:34:02.421346+01:00,US,bundle_pack_1,2023-01-07 01:07:48.843890+00:00,1.49,USD,1.49
16,5771168,2022-12-12 00:34:02.421346+01:00,US,coin_pack_2,2023-01-07 01:25:20.920993+00:00,2.99,USD,2.99
17,4680120,2022-07-27 22:30:23.137592+02:00,GB,bundle_pack_2,2023-01-12 17:09:26.369252+00:00,5.99,GBP,7.2456755775976776
18,6070555,2023-01-18 00:14:52.383324+01:00,US,personal_offer_starter_pack,2023-01-22 16:35:58.939046+00:00,1.99,USD,1.99
19,5921655,2023-01-02 00:27:13.066160+01:00,US,personal_offer_starter_pack,2023-01-06 23:34:16.398605+00:00,3.99,USD,3.99
20,3765331,2022-03-20 06:13:24.414807+01:00,US,bundle_pack_1,2023-01-11 21:43:31.069992+00:00,1.99,USD,1.99
21,5828042,2022-12-20 19:51:42.483104+01:00,GB,golden_ticket_season_pass,2023-01-08 18:24:52.126856+00:00,9.99,GBP,12.084190153622838
22,5951799,2023-01-05 16:49:10.471550+01:00,US,personal_offer_starter_pack,2023-01-06 03:17:09.636537+00:00,3.99,USD,3.99
23,5951799,2023-01-05 16:49:10.471550+01:00,US,golden_ticket_season_pass,2023-01-07 20:14:44.520083+00:00,9.99,USD,9.99
24,5896911,2022-12-29 21:22:25.245900+01:00,US,coin_pack_2,2023-01-14 22:56:02.542384+00:00,4.99,USD,4.99
25,6028601,2023-01-13 21:40:24.860038+01:00,US,bundle_pack_2,2023-01-14 01:16:21.815878+00:00,2.99,USD,2.99
26,3649771,2022-03-02 11:51:52.261927+01:00,US,bundle_pack_1,2023-01-02 13:18:03.637154+00:00,1.49,USD,1.49
27,3649771,2022-03-02 11:51:52.261927+01:00,US,golden_ticket_season_pass,2023-01-02 10:48:27.217055+00:00,9.99,USD,9.99
28,5698492,2022-11-30 20:34:00.488295+01:00,CA,coin_pack_1,2023-02-05 20:03:16.306821+00:00,0.99,CAD,0.7208912837690236
29,5706118,2022-12-01 22:22:52.365006+01:00,US,coin_pack_2,2023-01-06 01:54:44.494301+00:00,4.99,USD,4.99
30,5706118,2022-12-01 22:22:52.365006+01:00,US,personal_offer_low_coin,2023-01-07 19:53:32.980449+00:00,4.99,USD,4.99
31,5444909,2022-10-24 02:11:08.106992+02:00,US,coin_pack_2,2023-01-03 16:47:15.747783+00:00,2.99,USD,2.99
32,5444909,2022-10-24 02:11:08.106992+02:00,US,coin_pack_2,2023-01-24 11:43:01.159306+00:00,2.99,USD,2.99
33,5444909,2022-10-24 02:11:08.106992+02:00,US,bundle_pack_1,2023-01-19 22:45:10.954643+00:00,1.49,USD,1.49
34,4235125,2022-05-24 16:47:41.926689+02:00,GB,coin_pack_1,2023-01-16 22:31:29.787798+00:00,0.69,GBP,0.8346437643643401
35,5758280,2022-12-10 03:23:50.354318+01:00,US,piggy_bank,2023-01-01 05:42:30.992947+00:00,1.49,USD,1.49
36,5907904,2022-12-31 11:15:50.503463+01:00,US,golden_ticket_season_pass,2023-01-06 03:03:01.103069+00:00,9.99,USD,9.99
37,6106435,2023-01-21 15:07:29.240804+01:00,US,personal_offer_starter_pack,2023-01-21 18:23:15.227787+00:00,3.99,USD,3.99
38,6106435,2023-01-21 15:07:29.240804+01:00,US,personal_offer_low_coin,2023-01-27 15:22:57.625676+00:00,4.99,USD,4.99
39,6069948,2023-01-17 22:06:13.173591+01:00,GB,coin_pack_1,2023-02-06 15:02:08.383794+00:00,0.69,GBP,0.8346437643643401
40,6069948,2023-01-17 22:06:13.173591+01:00,GB,coin_pack_1,2023-01-28 16:01:29.073585+00:00,0.69,GBP,0.8346437643643401
41,6024624,2023-01-13 16:13:21.912283+01:00,US,bundle_pack_1,2023-01-13 20:09:12.389512+00:00,1.99,USD,1.99
42,6024624,2023-01-13 16:13:21.912283+01:00,US,bundle_pack_1,2023-01-14 05:26:38.073151+00:00,1.99,USD,1.99
43,6024624,2023-01-13 16:13:21.912283+01:00,US,bundle_pack_1,2023-01-15 03:30:23.890834+00:00,1.99,USD,1.99
44,5929278,2023-01-02 21:54:32.166307+01:00,US,bundle_pack_2,2023-01-08 18:12:32.513676+00:00,6.99,USD,6.99
45,5929278,2023-01-02 21:54:32.166307+01:00,US,bundle_pack_2,2023-01-09 19:13:21.215773+00:00,6.99,USD,6.99
46,5929278,2023-01-02 21:54:32.166307+01:00,US,bundle_pack_2,2023-01-14 11:07:05.216483+00:00,6.99,USD,6.99
47,5972026,2023-01-08 03:39:22.911828+01:00,US,coin_pack_1,2023-01-08 06:07:26.374173+00:00,0.99,USD,0.99
48,5972026,2023-01-08 03:39:22.911828+01:00,US,coin_pack_1,2023-01-08 06:23:52.501629+00:00,0.99,USD,0.99
49,5972026,2023-01-08 03:39:22.911828+01:00,US,coin_pack_1,2023-01-08 06:26:07.370698+00:00,0.99,USD,0.99
50,5972026,2023-01-08 03:39:22.911828+01:00,US,coin_pack_1,2023-01-08 07:09:43.541609+00:00,0.99,USD,0.99
51,4657467,2022-07-25 11:47:21.893983+02:00,US,personal_offer_low_coin,2023-01-12 16:46:58.267558+00:00,4.99,USD,4.99
52,6192272,2023-01-30 15:22:36.592374+01:00,US,personal_offer_low_coin,2023-01-31 16:11:54.644153+00:00,4.99,USD,4.99
53,5894001,2022-12-29 16:12:12.601198+01:00,GB,coin_pack_1,2023-01-02 14:12:59.887578+00:00,0.69,GBP,0.8346437643643401
54,5894001,2022-12-29 16:12:12.601198+01:00,GB,coin_pack_1,2023-01-06 12:14:23.843126+00:00,0.69,GBP,0.8346437643643401
55,5894001,2022-12-29 16:12:12.601198+01:00,GB,coin_pack_1,2023-01-02 14:02:13.544088+00:00,0.69,GBP,0.8346437643643401
56,5894001,2022-12-29 16:12:12.601198+01:00,GB,coin_pack_1,2023-01-03 16:57:51.157108+00:00,0.69,GBP,0.8346437643643401
57,5894001,2022-12-29 16:12:12.601198+01:00,GB,coin_pack_1,2023-01-06 12:35:12.687202+00:00,0.69,GBP,0.8346437643643401
58,5903040,2022-12-30 17:33:26.644392+01:00,US,coin_pack_3,2023-01-21 02:15:28.934809+00:00,9.99,USD,9.99
59,5507218,2022-10-31 17:29:01.198472+01:00,US,bundle_pack_1,2023-01-04 18:54:08.650779+00:00,1.99,USD,1.99
60,5507218,2022-10-31 17:29:01.198472+01:00,US,coin_pack_1,2023-01-24 15:23:02.511766+00:00,0.99,USD,0.99
61,5539253,2022-11-05 07:00:11.393473+01:00,US,bundle_pack_3,2023-01-13 02:25:50.826190+00:00,6.49,USD,6.49
62,5539253,2022-11-05 07:00:11.393473+01:00,US,coin_pack_1,2023-01-09 04:12:57.456284+00:00,0.99,USD,0.99
63,6169851,2023-01-27 18:30:51.885626+01:00,US,coin_pack_1,2023-01-27 19:37:44.477255+00:00,0.99,USD,0.99
64,6000799,2023-01-11 18:26:46.968867+01:00,US,personal_offer_starter_pack,2023-01-12 13:47:59.525516+00:00,3.99,USD,3.99
65,6000799,2023-01-11 18:26:46.968867+01:00,US,personal_offer_low_coin,2023-01-17 18:07:24.942209+00:00,4.99,USD,4.99
66,6207986,2023-02-01 15:54:58.599308+01:00,US,personal_offer_starter_pack,2023-02-01 15:46:15.258782+00:00,3.99,USD,3.99
67,6207986,2023-02-01 15:54:58.599308+01:00,US,golden_ticket_season_pass,2023-02-01 15:47:38.866536+00:00,9.99,USD,9.99
68,6074642,2023-01-18 13:14:11.754419+01:00,US,bundle_pack_2,2023-01-20 12:42:25.222366+00:00,2.99,USD,2.99
69,6074642,2023-01-18 13:14:11.754419+01:00,US,coin_pack_1,2023-01-17 23:23:35.560700+00:00,0.99,USD,0.99
70,6074642,2023-01-18 13:14:11.754419+01:00,US,bundle_pack_1,2023-01-20 12:37:37.769238+00:00,1.49,USD,1.49
71,3287387,2022-01-23 06:10:14.642284+01:00,US,coin_pack_3,2023-01-07 03:43:32.057829+00:00,9.99,USD,9.99
72,3287387,2022-01-23 06:10:14.642284+01:00,US,bundle_pack_2,2023-01-07 20:44:56.248469+00:00,6.99,USD,6.99
73,3287387,2022-01-23 06:10:14.642284+01:00,US,personal_offer_low_coin,2023-01-07 23:12:03.391289+00:00,4.99,USD,4.99
74,3287387,2022-01-23 06:10:14.642284+01:00,US,coin_pack_3,2023-01-08 23:05:29.667386+00:00,9.99,USD,9.99
75,3287387,2022-01-23 06:10:14.642284+01:00,US,coin_pack_2,2023-01-13 04:55:58.277911+00:00,4.99,USD,4.99
76,3287387,2022-01-23 06:10:14.642284+01:00,US,coin_pack_3,2023-01-14 03:42:39.033817+00:00,9.99,USD,9.99
77,3287387,2022-01-23 06:10:14.642284+01:00,US,personal_offer_low_coin,2023-01-15 04:14:06.989018+00:00,4.99,USD,4.99
78,3287387,2022-01-23 06:10:14.642284+01:00,US,coin_pack_3,2023-01-15 22:25:14.099851+00:00,9.99,USD,9.99
79,3287387,2022-01-23 06:10:14.642284+01:00,US,bundle_pack_2,2023-01-16 01:23:46.110501+00:00,6.99,USD,6.99
80,6187435,2023-01-29 20:37:24.716569+01:00,GB,piggy_bank,2023-02-01 12:39:23.748236+00:00,1.39,GBP,1.681383815168743
81,6096825,2023-01-20 15:21:35.610923+01:00,US,personal_offer_starter_pack,2023-01-20 18:56:56.023401+00:00,3.99,USD,3.99
82,6096825,2023-01-20 15:21:35.610923+01:00,US,personal_offer_low_coin,2023-01-21 18:49:51.882730+00:00,4.99,USD,4.99
83,6096825,2023-01-20 15:21:35.610923+01:00,US,bundle_pack_2,2023-01-22 14:48:47.479009+00:00,6.99,USD,6.99
84,6096825,2023-01-20 15:21:35.610923+01:00,US,bundle_pack_1,2023-01-22 19:18:44.000382+00:00,1.99,USD,1.99
85,5990702,2023-01-10 16:06:25.421014+01:00,US,bundle_pack_1,2023-01-14 04:52:54.792753+00:00,1.99,USD,1.99
86,6211910,2023-02-01 23:51:46.781615+01:00,GB,coin_pack_1,2023-01-07 23:12:38.408342+00:00,0.89,GBP,1.0765694931655982
87,6211910,2023-02-01 23:51:46.781615+01:00,GB,coin_pack_1,2023-01-07 23:13:15.046897+00:00,0.89,GBP,1.0765694931655982
88,5483980,2022-10-28 11:07:52.922282+02:00,US,bundle_pack_1,2023-01-12 00:44:19.607439+00:00,1.49,USD,1.49
89,5483980,2022-10-28 11:07:52.922282+02:00,US,coin_pack_1,2023-01-12 00:31:28.883660+00:00,0.99,USD,0.99
90,6018980,2023-01-13 07:14:34.950452+01:00,US,golden_ticket_season_pass,2023-01-14 15:43:40.506354+00:00,9.99,USD,9.99
91,6018980,2023-01-13 07:14:34.950452+01:00,US,personal_offer_starter_pack,2023-01-13 19:43:52.712208+00:00,1.99,USD,1.99
92,6018980,2023-01-13 07:14:34.950452+01:00,US,bundle_pack_4,2023-01-15 02:12:09.813254+00:00,12.99,USD,12.99
93,6018980,2023-01-13 07:14:34.950452+01:00,US,coin_pack_2,2023-01-15 01:32:35.683482+00:00,2.99,USD,2.99
94,6018980,2023-01-13 07:14:34.950452+01:00,US,personal_offer_low_coin,2023-01-14 20:29:13.446066+00:00,3.99,USD,3.99
95,6018980,2023-01-13 07:14:34.950452+01:00,US,piggy_bank,2023-01-14 03:41:03.122079+00:00,1.49,USD,1.49
